Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Chris Malonga,64,LM,bronzerare,Congo,83,60,56,66,41,63,https://wefut.com/player/14/5370/chris-malonga
Herold Goulon,64,CDM,bronzerare,France,49,45,61,63,64,70,https://wefut.com/player/14/5350/herold-goulon
Riccardo Maniero,64,ST,bronzerare,Italy,62,62,48,58,47,76,https://wefut.com/player/14/5318/riccardo-maniero
Daan Bovenberg,64,RB,bronzerare,Netherlands,66,46,63,55,62,74,https://wefut.com/player/14/5254/daan-bovenberg
Peter Orry Larsen,64,CM,bronzerare,Norway,69,42,65,62,63,59,https://wefut.com/player/14/5187/peter-orry-larsen
Michael Zullo,64,LB,bronzerare,Australia,82,50,63,70,59,52,https://wefut.com/player/14/5184/michael-zullo
Christian Ramsebner,64,CB,bronzerare,Austria,53,35,27,39,66,70,https://wefut.com/player/14/5162/christian-ramsebner
Daniel Márquez,64,ST,bronzerare,Mexico,68,59,50,63,49,74,https://wefut.com/player/14/5106/daniel-marquez
Manuel Hornig,64,CB,bronzerare,Germany,58,43,55,45,67,63,https://wefut.com/player/14/5049/manuel-hornig
Kelvin Etuhu,64,CAM,bronzerare,Nigeria,81,53,64,58,65,58,https://wefut.com/player/14/5034/kelvin-etuhu
Ben Sigmund,64,CB,bronzerare,New Zealand,49,31,47,30,65,72,https://wefut.com/player/14/5026/ben-sigmund
Fredrik Carlsen,64,CM,bronzerare,Norway,71,52,60,63,66,71,https://wefut.com/player/14/5013/fredrik-carlsen
Samuel Bouhours,64,LB,bronzerare,France,59,34,64,52,66,62,https://wefut.com/player/14/4992/samuel-bouhours
Josta Dladla,64,RM,bronzerare,South Africa,73,57,63,65,44,53,https://wefut.com/player/14/4933/josta-dladla
Dale Stephens,64,CM,bronzerare,England,65,55,67,61,55,64,https://wefut.com/player/14/4931/dale-stephens
Emil Johansson,64,LB,bronzerare,Sweden,78,56,64,64,60,61,https://wefut.com/player/14/4888/emil-johansson
Shaun Williams,64,CB,bronzerare,Republic of Ireland,59,59,65,65,64,64,https://wefut.com/player/14/4871/shaun-williams
Nathan Burns,64,RM,bronzerare,Australia,81,59,61,62,50,65,https://wefut.com/player/14/4860/nathan-burns
David Carney,64,LB,bronzerare,Australia,71,63,63,67,63,57,https://wefut.com/player/14/4852/david-carney
Eyjólfur Héðinsson,64,LM,bronzerare,Iceland,69,63,62,63,57,64,https://wefut.com/player/14/4844/eyjolfur-hedinsson
Imad Zatara,64,ST,bronzerare,Palestinian Authority,76,62,49,69,43,55,https://wefut.com/player/14/4822/imad-zatara
Jiří Bílek,64,CDM,bronzerare,Czech Republic,51,56,62,55,65,72,https://wefut.com/player/14/4810/jiri-bilek
Ahmed Al Harbi,64,CAM,bronzerare,Saudi Arabia,70,61,65,67,52,54,https://wefut.com/player/14/4780/ahmed-al-harbi
Mark Bridge,64,LW,bronzerare,Australia,71,62,56,66,43,60,https://wefut.com/player/14/4774/mark-bridge
Andrew Durante,64,CB,bronzerare,New Zealand,50,37,52,35,65,74,https://wefut.com/player/14/4771/andrew-durante
Bobby Burling,64,CB,bronzerare,United States,34,41,47,45,66,64,https://wefut.com/player/14/4740/bobby-burling
Isidoro,64,RB,bronzerare,Spain,79,40,58,52,64,59,https://wefut.com/player/14/4732/isidoro
Frédéric Frans,64,CB,bronzerare,Belgium,51,38,54,43,66,62,https://wefut.com/player/14/4705/frederic-frans
Lossémy Karaboué,64,CM,bronzerare,Ivory Coast,87,66,72,67,46,58,https://wefut.com/player/14/4653/nick-labrocca
Danny Hollands,64,CM,bronzerare,England,66,54,66,58,58,60,https://wefut.com/player/14/4641/danny-hollands
David Worrall,64,RM,bronzerare,England,81,52,59,66,49,50,https://wefut.com/player/14/4616/david-worrall
Per Verner Rønning,64,CB,bronzerare,Norway,65,38,50,54,63,78,https://wefut.com/player/14/4605/per-verner-ronning
Lucas Simón,64,ST,bronzerare,Argentina,62,63,40,57,43,71,https://wefut.com/player/14/4552/lucas-simon
Lee Nguyen,64,CM,bronzerare,United States,80,63,65,72,52,48,https://wefut.com/player/14/4504/lee-nguyen
Ayodele Adeleye,64,CB,bronzerare,Nigeria,70,37,43,40,67,78,https://wefut.com/player/14/4500/ayodele-adeleye
Edgar Mejía,64,CDM,bronzerare,Mexico,66,42,62,54,66,59,https://wefut.com/player/14/4492/edgar-mejia
Jonathan Wilmet,64,RM,bronzerare,Belgium,76,66,60,64,44,62,https://wefut.com/player/14/4476/jonathan-wilmet
Jens Janse,64,LB,bronzerare,Netherlands,75,28,65,58,62,60,https://wefut.com/player/14/4474/jens-janse
David Williams,64,LW,bronzerare,Australia,86,66,59,66,49,57,https://wefut.com/player/14/4463/david-williams
Seo Dong Hyun,64,ST,bronzerare,Korea Republic,60,60,51,64,44,76,https://wefut.com/player/14/4439/seo-dong-hyun
Federico Gerardi,64,ST,bronzerare,Italy,71,59,54,60,47,70,https://wefut.com/player/14/4434/federico-gerardi
Piotr Stawarczyk,64,CB,bronzerare,Poland,51,31,45,32,69,56,https://wefut.com/player/14/4421/piotr-stawarczyk
Matteo Mandorlini,64,CM,bronzerare,Italy,69,51,65,64,53,56,https://wefut.com/player/14/4408/matteo-mandorlini
Mike Jones,64,LM,bronzerare,England,86,57,59,65,42,37,https://wefut.com/player/14/4386/mike-jones
Mikkel Vendelbo,64,CM,bronzerare,Denmark,75,60,62,66,67,64,https://wefut.com/player/14/4385/mikkel-vendelbo
Ernesto,64,LW,bronzerare,Spain,47,63,74,61,42,42,https://wefut.com/player/14/4376/ernesto
Jan-Marc Riegler,64,CB,bronzerare,Austria,55,32,38,42,67,67,https://wefut.com/player/14/4354/jan-marc-riegler
Suso Santana,64,RM,bronzerare,Spain,82,54,50,73,55,51,https://wefut.com/player/14/4335/suso-santana
Tom Pope,64,ST,bronzerare,England,75,59,41,48,46,77,https://wefut.com/player/14/4311/tom-pope
Lasse Nielsen,64,CB,bronzerare,Denmark,70,40,64,59,61,74,https://wefut.com/player/14/4304/lasse-nielsen
Kevin Schlitte,64,RB,bronzerare,Germany,78,50,60,62,63,66,https://wefut.com/player/14/4268/kevin-schlitte
Omar Al Ghamdi,64,CDM,bronzerare,Saudi Arabia,47,58,65,56,62,50,https://wefut.com/player/14/4261/omar-al-ghamdi
Emmanuel Cerda,64,RW,bronzerare,Mexico,77,58,56,71,40,62,https://wefut.com/player/14/4225/emmanuel-cerda
Nick LaBrocca,64,CAM,bronzerare,United States,67,49,65,61,64,66,https://wefut.com/player/14/4167/scott-sutter
Jérôme Polenz,64,RB,bronzerare,Germany,73,55,68,66,61,67,https://wefut.com/player/14/4149/jerome-polenz
Park Hee Chul,64,LM,bronzerare,Korea Republic,85,50,65,59,63,61,https://wefut.com/player/14/4141/park-hee-chul
Kang Min Hyuk,64,CDM,bronzerare,Korea Republic,52,35,62,41,68,73,https://wefut.com/player/14/4124/kang-min-hyuk
Rafał Grodzicki,64,CB,bronzerare,Poland,41,37,52,31,70,54,https://wefut.com/player/14/4112/rafal-grodzicki
Jacob Peterson,64,LW,bronzerare,United States,73,63,61,64,53,54,https://wefut.com/player/14/4105/jacob-peterson
Marcin Robak,64,ST,bronzerare,Poland,66,60,46,60,48,74,https://wefut.com/player/14/4102/marcin-robak
Wouter Corstjens,64,CB,bronzerare,Belgium,60,38,55,57,66,62,https://wefut.com/player/14/4096/wouter-corstjens
Karim Belhocine,64,CB,bronzerare,France,52,51,60,47,65,63,https://wefut.com/player/14/4065/karim-belhocine
Aurélien Joachim,64,ST,bronzerare,Luxemburg,60,63,54,63,42,71,https://wefut.com/player/14/4050/aurelien-joachim
Dalibor Stevanovič,64,CDM,bronzerare,Slovenia,61,66,71,62,59,68,https://wefut.com/player/14/4046/dalibor-stevanovic
Kyle McFadzean,64,CB,bronzerare,England,60,33,43,35,66,70,https://wefut.com/player/14/3961/kyle-mcfadzean
Jean-Jacques Pierre,64,CB,bronzerare,Haiti,30,31,44,42,64,72,https://wefut.com/player/14/3933/jean-jacques-pierre
Giles Barnes,64,ST,bronzerare,England,75,63,61,66,51,51,https://wefut.com/player/14/3927/giles-barnes
Trevor Trevisan,64,CB,bronzerare,Italy,53,35,45,43,66,69,https://wefut.com/player/14/3917/trevor-trevisan
Jeff Hughes,64,LM,bronzerare,Northern Ireland,71,65,64,64,44,52,https://wefut.com/player/14/3914/jeff-hughes
Lewis Grabban,64,ST,bronzerare,England,82,64,54,63,40,59,https://wefut.com/player/14/3878/lewis-grabban
Giles Coke,64,CM,bronzerare,England,78,64,64,67,60,60,https://wefut.com/player/14/3873/giles-coke
Matti Lund Nielsen,64,CM,bronzerare,Denmark,69,65,66,66,62,61,https://wefut.com/player/14/3824/matti-lund-nielsen
Berat Sadik,64,ST,bronzerare,Finland,59,57,48,54,45,67,https://wefut.com/player/14/3819/berat-sadik
David Edgar,64,CDM,bronzerare,Canada,66,49,63,56,66,70,https://wefut.com/player/14/3788/david-edgar
Adam Moffat,64,CDM,bronzerare,Scotland,63,69,62,63,63,66,https://wefut.com/player/14/3772/adam-moffat
Cristian Álvarez,64,RB,bronzerare,Chile,62,42,58,56,67,69,https://wefut.com/player/14/3712/cristian-alvarez
Anthony Wordsworth,64,CM,bronzerare,England,58,67,72,56,45,59,https://wefut.com/player/14/3711/anthony-wordsworth
Espasandín,64,LB,bronzerare,Spain,71,43,67,61,63,56,https://wefut.com/player/14/3668/espasandin
Sebastian Tyrała,64,CM,bronzerare,Poland,71,62,65,73,46,51,https://wefut.com/player/14/3639/sebastian-tyrala
Vullnet Basha,64,CDM,bronzerare,Albania,69,52,66,58,62,60,https://wefut.com/player/14/3622/vullnet-basha
Lucena,64,CDM,bronzerare,Spain,52,42,62,57,67,67,https://wefut.com/player/14/3600/lucena
Paul Huntington,64,CB,bronzerare,England,48,28,37,30,64,75,https://wefut.com/player/14/3598/paul-huntington
Mark Little,64,RWB,bronzerare,England,81,28,61,62,62,66,https://wefut.com/player/14/3570/mark-little
Youssef Adnane,64,ST,bronzerare,France,65,63,51,64,38,59,https://wefut.com/player/14/3532/youssef-adnane
Ishmael Miller,64,ST,bronzerare,England,77,57,46,63,46,66,https://wefut.com/player/14/3529/ishmael-miller
Sam Hutchinson,64,RB,bronzerare,England,67,45,60,62,66,64,https://wefut.com/player/14/3523/sam-hutchinson
Charlie Daniels,64,LB,bronzerare,England,82,46,62,64,61,62,https://wefut.com/player/14/3510/charlie-daniels
Michael O'Connor,64,CM,bronzerare,Northern Ireland,68,65,65,60,62,64,https://wefut.com/player/14/3473/michael-o-connor
Paul Lawson,64,CM,bronzerare,Scotland,38,59,68,64,58,54,https://wefut.com/player/14/3471/paul-lawson
Alan Sheehan,64,LB,bronzerare,Republic of Ireland,67,54,68,62,62,58,https://wefut.com/player/14/3453/alan-sheehan
Paulo Jorge,64,RB,bronzerare,Portugal,75,61,66,72,65,50,https://wefut.com/player/14/3407/paulo-jorge
Raffaele Schiavi,64,CB,bronzerare,Italy,57,36,44,37,67,70,https://wefut.com/player/14/3365/raffaele-schiavi
César Villaluz,64,RM,bronzerare,Mexico,69,60,66,68,42,59,https://wefut.com/player/14/3296/cesar-villaluz
Solomon Okoronkwo,64,ST,bronzerare,Nigeria,81,59,54,65,47,72,https://wefut.com/player/14/3279/solomon-okoronkwo
Kári Árnason,64,CB,bronzerare,Iceland,49,59,65,60,64,71,https://wefut.com/player/14/3247/kari-arnason
Makhach Gadzhiev,64,RM,bronzerare,Russia,64,49,66,65,49,56,https://wefut.com/player/14/3232/makhach-gadzhiev
Vladimir Marín,64,LB,bronzerare,Colombia,66,67,64,70,60,53,https://wefut.com/player/14/3221/vladimir-marin
Kim Hyeung Bum,64,RW,bronzerare,Korea Republic,69,70,65,61,40,47,https://wefut.com/player/14/3211/kim-hyeung-bum
Wojciech Kędziora,64,ST,bronzerare,Poland,46,59,41,55,52,73,https://wefut.com/player/14/3181/wojciech-kedziora
Billy Clarke,64,ST,bronzerare,Republic of Ireland,68,64,47,64,38,59,https://wefut.com/player/14/3165/billy-clarke
Matthias Lepiller,64,LW,bronzerare,France,65,69,64,68,48,53,https://wefut.com/player/14/3149/matthias-lepiller
Paweł Golański,64,RB,bronzerare,Poland,72,55,65,63,62,66,https://wefut.com/player/14/3112/pawel-golanski
Shaun MacDonald,64,CM,bronzerare,Wales,34,39,56,46,66,64,https://wefut.com/player/14/3105/sebastian-madera
Edi Andradina,64,CAM,bronzerare,Brazil,39,63,67,61,43,44,https://wefut.com/player/14/3104/edi-andradina
Mamadou Diallo,64,ST,bronzerare,Mali,72,60,55,68,42,75,https://wefut.com/player/14/3098/mamadou-diallo
Paulo Nagamura,64,CDM,bronzerare,Brazil,69,62,61,64,62,59,https://wefut.com/player/14/3095/paulo-nagamura
James Riley,64,RB,bronzerare,United States,75,39,66,53,62,58,https://wefut.com/player/14/3063/james-riley
Tomasz Brzyski,64,LM,bronzerare,Poland,74,65,66,62,63,61,https://wefut.com/player/14/2977/tomasz-brzyski
Ryan Harley,64,CM,bronzerare,England,57,63,67,69,52,61,https://wefut.com/player/14/2958/ryan-harley
Kelvin Langmead,64,CB,bronzerare,England,48,46,30,35,69,72,https://wefut.com/player/14/2859/kelvin-langmead
Michael Thwaite,64,CB,bronzerare,Australia,64,46,55,41,66,68,https://wefut.com/player/14/2856/michael-thwaite
Andrew Davies,64,CB,bronzerare,England,67,25,44,39,65,69,https://wefut.com/player/14/2844/andrew-davies
Robusté,64,CB,bronzerare,Spain,40,40,57,40,64,67,https://wefut.com/player/14/2744/robuste
Mauricio Romero,64,ST,bronzerare,Mexico,58,61,46,62,50,75,https://wefut.com/player/14/2721/mauricio-romero
Seweryn Gancarczyk,64,LB,bronzerare,Poland,73,52,59,59,65,59,https://wefut.com/player/14/2700/seweryn-gancarczyk
Manuel Coppola,64,CM,bronzerare,Italy,71,52,66,64,63,55,https://wefut.com/player/14/2659/manuel-coppola
Marco Cellini,64,ST,bronzerare,Italy,76,64,62,68,40,52,https://wefut.com/player/14/2655/marco-cellini
Thomas Bröker,64,LM,bronzerare,Germany,86,65,55,62,49,69,https://wefut.com/player/14/2585/thomas-broker
Yohann Rivière,64,ST,bronzerare,France,63,63,49,55,42,72,https://wefut.com/player/14/2537/yohann-riviere
Maurizio Peccarisi,64,CB,bronzerare,Italy,34,36,39,38,68,66,https://wefut.com/player/14/2518/maurizio-peccarisi
Jan Mauersberger,64,CB,bronzerare,Germany,65,26,50,36,65,64,https://wefut.com/player/14/2502/jan-mauersberger
Richard Wood,64,CB,bronzerare,England,47,28,41,40,65,70,https://wefut.com/player/14/2403/richard-wood
Adrian Madaschi,64,CB,bronzerare,Australia,46,41,52,45,66,69,https://wefut.com/player/14/2348/adrian-madaschi
Hwang Ji Soo,64,CDM,bronzerare,Korea Republic,67,48,59,63,63,72,https://wefut.com/player/14/2281/hwang-ji-soo
Kang Min Soo,64,CB,bronzerare,Korea Republic,69,40,49,52,60,76,https://wefut.com/player/14/2280/kang-min-soo
Rob Jones,64,CB,bronzerare,England,40,29,44,29,65,70,https://wefut.com/player/14/2269/rob-jones
Francesco Marianini,64,CM,bronzerare,Italy,62,56,67,64,66,67,https://wefut.com/player/14/2258/francesco-marianini
Paweł Sobolewski,64,CAM,bronzerare,Poland,81,58,63,74,54,52,https://wefut.com/player/14/2238/pawel-sobolewski
Łukasz Garguła,64,CAM,bronzerare,Poland,52,62,72,60,51,54,https://wefut.com/player/14/2227/lukasz-gargula
Vidar Nisja,64,CM,bronzerare,Norway,73,60,60,73,56,70,https://wefut.com/player/14/2219/vidar-nisja
Darren Ward,64,CB,bronzerare,England,50,37,41,35,65,74,https://wefut.com/player/14/2162/darren-ward
Michael Røn,64,CM,bronzerare,Norway,60,60,58,70,63,62,https://wefut.com/player/14/2150/michael-ron
Tomasz Sokolowski,64,CM,bronzerare,Norway,66,66,67,59,61,71,https://wefut.com/player/14/2142/tomasz-sokolowski
Mattias Moström,64,LW,bronzerare,Sweden,81,58,60,64,49,45,https://wefut.com/player/14/2121/mattias-mostrom
Tomasz Bandrowski,64,CM,bronzerare,Poland,73,56,65,59,68,63,https://wefut.com/player/14/2021/tomasz-bandrowski
Carl Valeri,64,CM,bronzerare,Australia,65,49,70,60,60,64,https://wefut.com/player/14/1980/carl-valeri
Mark Looms,64,LB,bronzerare,Netherlands,54,37,59,56,65,64,https://wefut.com/player/14/1961/mark-looms
Marnix Kolder,64,ST,bronzerare,Netherlands,46,62,60,59,46,74,https://wefut.com/player/14/1940/marnix-kolder
Ruslan Nakhushev,64,LB,bronzerare,Russia,66,63,61,62,66,62,https://wefut.com/player/14/1914/ruslan-nakhushev
Alexey Popov,64,CB,bronzerare,Kazakhstan,38,47,56,50,66,68,https://wefut.com/player/14/1873/alexey-popov
Díaz de Cerio,64,ST,bronzerare,Spain,63,59,46,62,47,72,https://wefut.com/player/14/1853/diaz-de-cerio
Bustos,64,CM,bronzerare,Spain,67,61,65,58,60,61,https://wefut.com/player/14/1852/bustos
Ricardo,64,CM,bronzerare,Spain,43,58,63,60,62,58,https://wefut.com/player/14/1804/ricardo
Freire,64,CB,bronzerare,Brazil,47,35,47,40,66,68,https://wefut.com/player/14/1789/freire
Matamala,64,CM,bronzerare,Spain,49,56,70,54,57,42,https://wefut.com/player/14/1788/matamala
Mora,64,CB,bronzerare,Spain,51,40,56,44,66,68,https://wefut.com/player/14/1785/mora
Dorca,64,CDM,bronzerare,Spain,54,49,58,50,67,60,https://wefut.com/player/14/1771/dorca
Vicente,64,LM,bronzerare,Spain,60,64,70,61,48,49,https://wefut.com/player/14/1769/vicente
Milan Dudić,64,CB,bronzerare,Serbia,52,27,49,56,64,73,https://wefut.com/player/14/1623/milan-dudic
Mouhamadou Diaw,64,CAM,bronzerare,Senegal,67,61,62,69,47,56,https://wefut.com/player/14/1612/mouhamadou-diaw
Morten Berre,64,ST,bronzerare,Norway,72,57,53,74,54,67,https://wefut.com/player/14/1597/morten-berre
Tom Van Imschoot,64,CM,bronzerare,Belgium,42,63,63,62,59,56,https://wefut.com/player/14/1538/tom-van-imschoot
Francisco Torres,64,CM,bronzerare,Mexico,76,65,63,66,60,59,https://wefut.com/player/14/1514/francisco-torres
Fabrizio Zambrella,64,CAM,bronzerare,Switzerland,70,57,63,68,54,55,https://wefut.com/player/14/1469/fabrizio-zambrella
Alain Schultz,64,CAM,bronzerare,Switzerland,70,64,64,59,49,48,https://wefut.com/player/14/1385/alain-schultz
Brian Ching,64,ST,bronzerare,United States,44,62,60,61,53,74,https://wefut.com/player/14/1375/brian-ching
Jack Jewsbury,64,RB,bronzerare,United States,68,63,62,63,64,67,https://wefut.com/player/14/1349/jack-jewsbury
Chris Iwelumo,64,ST,bronzerare,Scotland,34,63,52,58,46,72,https://wefut.com/player/14/1303/chris-iwelumo
Marcello Cottafava,64,CB,bronzerare,Italy,54,26,38,44,67,69,https://wefut.com/player/14/1272/marcello-cottafava
Paolo Bianco,64,CB,bronzerare,Italy,46,38,45,42,66,68,https://wefut.com/player/14/1271/paolo-bianco
Brian Carroll,64,CDM,bronzerare,United States,57,45,52,59,66,62,https://wefut.com/player/14/1262/brian-carroll
Ko Chang Hyun,64,CAM,bronzerare,Korea Republic,58,58,64,66,43,46,https://wefut.com/player/14/1242/ko-chang-hyun
Jeong Shung Hoon,64,ST,bronzerare,Korea Republic,53,63,51,59,52,88,https://wefut.com/player/14/1231/jeong-shung-hoon
Carlos Ruíz,64,ST,bronzerare,Guatemala,67,65,43,66,39,62,https://wefut.com/player/14/1211/carlos-ruiz
Simon Francis,64,RB,bronzerare,England,69,43,62,57,67,55,https://wefut.com/player/14/1209/simon-francis
Jimmy Hempte,64,LB,bronzerare,Belgium,64,63,66,61,64,58,https://wefut.com/player/14/1098/jimmy-hempte
Ryan Stevenson,64,RM,bronzerare,Scotland,65,57,61,63,58,67,https://wefut.com/player/14/1095/ryan-stevenson
Denis Velić,64,CAM,bronzerare,Sweden,47,57,66,64,55,46,https://wefut.com/player/14/1056/denis-velic
Danny Webber,64,CF,bronzerare,England,74,59,50,69,44,63,https://wefut.com/player/14/1048/danny-webber
Lee Williamson,64,CM,bronzerare,Jamaica,72,65,67,66,63,68,https://wefut.com/player/14/1047/lee-williamson
Lee Miller,64,ST,bronzerare,Scotland,62,65,59,60,49,73,https://wefut.com/player/14/1035/lee-miller
Cristian,64,RB,bronzerare,Spain,87,53,61,65,60,57,https://wefut.com/player/14/1001/cristian
Luismi Loro,64,CF,bronzerare,Spain,62,69,66,62,47,48,https://wefut.com/player/14/995/luismi-loro
César Caneda,64,CB,bronzerare,Spain,71,42,54,52,61,76,https://wefut.com/player/14/970/cesar-caneda
Michel Renggli,64,CDM,bronzerare,Switzerland,51,60,61,61,63,66,https://wefut.com/player/14/969/michel-renggli
Alan Gow,64,CAM,bronzerare,Scotland,60,42,57,49,61,74,https://wefut.com/player/14/946/florian-jarjat
Rubén Sanz,64,CM,bronzerare,Spain,56,61,60,55,68,56,https://wefut.com/player/14/925/ruben-sanz
Mark Wilson,64,RB,bronzerare,Scotland,67,36,65,63,66,69,https://wefut.com/player/14/900/mark-wilson
Markus Krösche,64,CDM,bronzerare,Germany,56,45,52,47,68,73,https://wefut.com/player/14/887/markus-krosche
Łukasz Surma,64,CDM,bronzerare,Poland,60,53,60,62,66,60,https://wefut.com/player/14/866/lukasz-surma
Marek Szyndrowski,64,CB,bronzerare,Poland,54,38,51,39,66,66,https://wefut.com/player/14/865/marek-szyndrowski
Mariusz Zganiacz,64,CM,bronzerare,Poland,68,57,66,65,55,45,https://wefut.com/player/14/850/mariusz-zganiacz
Marlon Harewood,64,ST,bronzerare,England,66,60,45,56,47,74,https://wefut.com/player/14/841/marlon-harewood
David Prutton,64,CM,bronzerare,England,53,62,66,54,62,58,https://wefut.com/player/14/839/david-prutton
Dickson Etuhu,64,CM,bronzerare,Nigeria,59,53,59,61,74,72,https://wefut.com/player/14/772/dickson-etuhu
Frederik Boi,64,RB,bronzerare,Belgium,58,65,65,61,61,65,https://wefut.com/player/14/763/frederik-boi
Richard Hughes,64,CDM,bronzerare,Scotland,53,54,60,55,66,57,https://wefut.com/player/14/750/richard-hughes
Michael Brown,64,CDM,bronzerare,England,43,61,61,58,65,58,https://wefut.com/player/14/736/michael-brown
James Harper,64,CM,bronzerare,England,61,62,65,64,61,62,https://wefut.com/player/14/713/james-harper
Jason Koumas,64,CM,bronzerare,Wales,51,69,70,70,45,38,https://wefut.com/player/14/673/jason-koumas
Lee Hughes,64,ST,bronzerare,England,50,66,50,48,43,66,https://wefut.com/player/14/672/lee-hughes
Stefan Kulovits,64,CDM,bronzerare,Austria,71,52,55,60,68,62,https://wefut.com/player/14/670/stefan-kulovits
Dennis Sørensen,64,RM,bronzerare,Denmark,74,58,59,62,61,68,https://wefut.com/player/14/636/dennis-sorensen
Darren Carter,64,CM,bronzerare,England,60,61,66,62,56,59,https://wefut.com/player/14/594/darren-carter
Martin Taylor,64,CB,bronzerare,England,34,31,40,35,66,70,https://wefut.com/player/14/579/martin-taylor
Jonathan Greening,64,CDM,bronzerare,England,50,59,65,61,63,56,https://wefut.com/player/14/544/jonathan-greening
Frode Kippe,64,CB,bronzerare,Norway,32,61,53,38,68,70,https://wefut.com/player/14/512/frode-kippe
Paolo Castellini,64,CB,bronzerare,Italy,66,41,63,60,66,62,https://wefut.com/player/14/458/paolo-castellini
Louay Chanko,64,CDM,bronzerare,Syria,59,61,67,63,58,63,https://wefut.com/player/14/440/louay-chanko
Thimothée Atouba,64,LB,bronzerare,Cameroon,62,50,68,69,63,63,https://wefut.com/player/14/401/thimothee-atouba
Morten Fevang,64,CB,bronzerare,Norway,53,55,58,57,63,76,https://wefut.com/player/14/370/morten-fevang
Mile Sterjovski,64,LM,bronzerare,Australia,69,67,65,63,55,65,https://wefut.com/player/14/356/mile-sterjovski
Andreas Johansson,64,CM,bronzerare,Sweden,54,58,61,54,70,71,https://wefut.com/player/14/350/andreas-johansson
Sharbel Touma,64,LM,bronzerare,Sweden,59,68,68,65,36,34,https://wefut.com/player/14/337/sharbel-touma
Luís Filipe,64,RB,bronzerare,Portugal,68,48,66,66,64,60,https://wefut.com/player/14/329/luis-filipe
Mattias Lindström,64,RM,bronzerare,Sweden,68,65,59,59,55,57,https://wefut.com/player/14/328/mattias-lindstrom
Briguel,64,RB,bronzerare,Portugal,58,48,60,57,66,64,https://wefut.com/player/14/324/briguel
Andreas Klarström,64,LB,bronzerare,Sweden,78,48,60,62,64,61,https://wefut.com/player/14/316/andreas-klarstrom
Leon Cort,64,CB,bronzerare,Guyana,51,36,46,41,66,72,https://wefut.com/player/14/299/leon-cort
Dave Kitson,64,ST,bronzerare,England,55,63,57,58,45,70,https://wefut.com/player/14/297/dave-kitson
Wade Elliott,64,CM,bronzerare,England,63,68,70,72,45,52,https://wefut.com/player/14/295/wade-elliott
Gareth Roberts,64,LB,bronzerare,Wales,66,49,59,61,66,66,https://wefut.com/player/14/274/gareth-roberts
Helgi Valur Daníelsson,64,CM,bronzerare,Iceland,59,47,58,58,72,69,https://wefut.com/player/14/268/helgi-valur-danielsson
Christian Keller,64,CM,bronzerare,Denmark,67,58,68,65,64,62,https://wefut.com/player/14/266/christian-keller
Alan Smith,64,CAM,bronzerare,England,50,61,60,63,67,80,https://wefut.com/player/14/231/alan-smith
Jérémy Hénin,64,CB,bronzerare,France,29,26,58,43,67,70,https://wefut.com/player/14/198/jeremy-henin
Jamie McCombe,64,CB,bronzerare,England,45,28,44,29,66,73,https://wefut.com/player/14/196/jamie-mccombe
Jim Goodwin,64,CM,bronzerare,Republic of Ireland,66,55,65,63,66,69,https://wefut.com/player/14/187/jim-goodwin
Steven McGarry,64,CAM,bronzerare,Scotland,53,64,56,63,54,61,https://wefut.com/player/14/89/steven-mcgarry
Gabriel,64,CM,bronze,Brazil,64,50,64,65,59,56,https://wefut.com/player/14/17011/gabriel
Steven Jennings,64,CDM,bronze,England,70,49,61,56,64,57,https://wefut.com/player/14/17009/steven-jennings
Craig Alcock,64,RB,bronze,England,71,29,57,52,65,64,https://wefut.com/player/14/16776/craig-alcock
Mitch Nichols,64,CAM,bronze,Australia,73,61,63,64,58,58,https://wefut.com/player/14/16407/mitch-nichols
Peter Hartley,64,LB,bronze,England,54,31,56,44,63,66,https://wefut.com/player/14/16402/peter-hartley
Christoph Spycher,64,CDM,bronzerare,Switzerland,61,49,60,61,63,62,https://wefut.com/player/14/16401/calum-woods
Chris Brown,64,ST,bronze,England,68,59,47,63,47,69,https://wefut.com/player/14/16398/chris-brown
Stuart Parnaby,64,RB,bronze,England,70,44,55,57,65,70,https://wefut.com/player/14/16373/stuart-parnaby
Marvin Ducksch,64,ST,bronze,Germany,76,57,50,60,40,69,https://wefut.com/player/14/16371/marvin-ducksch
Derik,64,CB,bronze,Spain,71,37,50,49,61,70,https://wefut.com/player/14/16312/derik
Enrico Valentini,64,LM,bronze,Italy,73,56,61,67,57,54,https://wefut.com/player/14/16311/enrico-valentini
Raffaele Maiello,64,CAM,bronze,Italy,73,57,63,65,56,63,https://wefut.com/player/14/16300/raffaele-maiello
Raffaele Maiello,64,CAM,bronze,Italy,73,57,63,65,56,63,https://wefut.com/player/14/16299/raffaele-maiello
Paul Lasne,64,RM,bronze,France,58,41,60,57,64,62,https://wefut.com/player/14/16298/paul-lasne
Paul Lasne,64,RM,bronze,France,58,41,60,57,64,62,https://wefut.com/player/14/16297/paul-lasne
Martijn van der Laan,64,CB,bronze,Netherlands,70,50,60,63,64,64,https://wefut.com/player/14/16296/martijn-van-der-laan
Martijn van der Laan,64,CB,bronze,Netherlands,70,50,60,63,64,64,https://wefut.com/player/14/16295/martijn-van-der-laan
Ibrahima Cisse,64,CDM,bronze,Belgium,76,41,57,59,65,66,https://wefut.com/player/14/16292/ibrahima-cisse
