Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Jim Goodwin,63,CM,bronzerare,Republic of Ireland,64,52,63,62,62,81,https://wefut.com/player/15/150/jim-goodwin
Ian Harte,63,LB,bronzerare,Republic of Ireland,29,66,73,63,68,60,https://wefut.com/player/15/111/ian-harte
Roman Wallner,63,ST,bronzerare,Austria,60,66,62,65,34,75,https://wefut.com/player/15/107/roman-wallner
Mladen Kašćelan,63,CDM,bronzerare,Montenegro,67,43,53,50,63,80,https://wefut.com/player/15/8/mladen-kascelan
Emil Krafth,63,RB,bronze,Sweden,79,44,60,63,56,67,https://wefut.com/player/15/17755/emil-krafth
Alvarinho,63,LM,bronze,Portugal,80,60,55,69,28,52,https://wefut.com/player/15/17754/alvarinho
Téji Savanier,63,CAM,bronze,France,77,55,60,66,37,50,https://wefut.com/player/15/17753/teji-savanier
Mate Dugandžić,63,RW,bronze,Australia,77,54,61,63,26,44,https://wefut.com/player/15/17610/mate-dugandzic
Víctor Díaz,63,LB,bronze,Spain,71,56,54,59,61,71,https://wefut.com/player/15/17609/victor-diaz
Filip Kiss,63,CM,bronze,Slovakia,50,55,59,64,59,70,https://wefut.com/player/15/17608/filip-kiss
Jake Taylor,63,CAM,bronze,Wales,73,54,61,66,49,57,https://wefut.com/player/15/17453/jake-taylor
Warren Creavalle,63,RB,bronze,United States,76,49,54,64,64,74,https://wefut.com/player/15/17451/warren-creavalle
Gastón Sauro,63,CB,bronze,Argentina,58,43,51,51,62,70,https://wefut.com/player/15/17450/gaston-sauro
Tobias Kainz,63,RB,bronze,Austria,68,59,63,64,60,62,https://wefut.com/player/15/17109/tobias-kainz
Stefano Pettinari,63,ST,bronze,Italy,80,62,53,65,34,65,https://wefut.com/player/15/17108/stefano-pettinari
Guzmán,63,RM,bronze,Spain,72,56,60,61,34,59,https://wefut.com/player/15/16980/guzman
Erik Friberg,63,CM,bronze,Sweden,52,57,64,57,46,70,https://wefut.com/player/15/16976/erik-friberg
Luka Krajnc,63,CB,bronze,Slovenia,65,35,41,44,66,65,https://wefut.com/player/15/16837/luka-krajnc
Tony Craig,63,CB,bronze,England,66,29,46,54,62,67,https://wefut.com/player/15/16712/tony-craig
Alain Wiss,63,CM,bronze,Switzerland,65,62,60,60,60,64,https://wefut.com/player/15/16362/alain-wiss
Igor Martínez,63,CAM,bronze,Spain,75,61,59,70,29,58,https://wefut.com/player/15/16361/igor-martinez
Giannis Gianniotas,63,RM,bronze,Greece,76,52,59,69,26,53,https://wefut.com/player/15/16360/giannis-gianniotas
Niklas Hoheneder,63,CB,bronze,Austria,59,33,38,43,63,70,https://wefut.com/player/15/16359/niklas-hoheneder
Marc Hornschuh,63,CB,bronze,Germany,60,41,54,52,65,65,https://wefut.com/player/15/16358/marc-hornschuh
Izunna Arnest Uzochukwu,63,CDM,bronze,Nigeria,68,47,57,60,61,73,https://wefut.com/player/15/16357/izunna-arnest-uzochukwu
Alexander Corryn,63,LB,bronze,Belgium,70,31,54,62,62,62,https://wefut.com/player/15/16355/alexander-corryn
Eldin Hadžić,63,LM,bronze,Bosnia Herzegovina,78,62,54,69,28,56,https://wefut.com/player/15/16354/eldin-hadzic
Lee Croft,63,RM,bronze,England,63,47,61,65,53,63,https://wefut.com/player/15/16353/lee-croft
Ahmed El Messaoudi,63,CDM,bronze,Belgium,61,28,53,60,63,64,https://wefut.com/player/15/16346/ahmed-el-messaoudi
Jarosław Fojut,63,CB,bronze,Poland,67,34,39,40,62,73,https://wefut.com/player/15/16343/jaroslaw-fojut
Panajotis Dimitriadis,63,CM,bronze,Sweden,70,51,61,64,62,64,https://wefut.com/player/15/16342/panajotis-dimitriadis
Birger Verstraete,63,CM,bronze,Belgium,72,46,61,65,60,59,https://wefut.com/player/15/16337/birger-verstraete
Campabadal,63,RB,bronze,Spain,73,24,53,55,61,66,https://wefut.com/player/15/16332/campabadal
Juan Carlos Espinoza,63,RB,bronze,Chile,72,55,61,68,60,65,https://wefut.com/player/15/16330/juan-carlos-espinoza
Greg Garza,63,LB,bronze,United States,71,52,60,64,62,69,https://wefut.com/player/15/16329/greg-garza
Mat Sadler,63,LB,bronze,England,58,44,61,62,62,69,https://wefut.com/player/15/16327/mat-sadler
Jimmy Ryan,63,CDM,bronze,Republic of Ireland,67,57,64,66,58,71,https://wefut.com/player/15/16326/jimmy-ryan
Thibault Moulin,63,CM,bronze,France,66,54,62,64,58,70,https://wefut.com/player/15/16323/thibault-moulin
Hanno Behrens,63,CDM,bronze,Germany,60,50,61,61,63,72,https://wefut.com/player/15/16322/hanno-behrens
Fabien Boyer,63,CB,bronze,France,72,29,40,42,61,72,https://wefut.com/player/15/16320/fabien-boyer
Benjamin Boulenger,63,LB,bronze,France,67,42,60,64,47,69,https://wefut.com/player/15/16317/benjamin-boulenger
Didier Moreno,63,CDM,bronze,Colombia,55,37,52,54,62,69,https://wefut.com/player/15/15917/didier-moreno
Park Tae Min,63,LB,bronze,Korea Republic,78,51,55,60,62,71,https://wefut.com/player/15/15914/park-tae-min
Johan Blomberg,63,RM,bronze,Sweden,71,51,61,66,26,52,https://wefut.com/player/15/15912/johan-blomberg
Manuel Coppola,63,CM,bronze,Italy,72,48,61,64,58,66,https://wefut.com/player/15/15906/manuel-coppola
Tom Pettersson,63,CB,bronze,Sweden,57,37,53,47,62,68,https://wefut.com/player/15/15905/tom-pettersson
Carlos Salcedo,63,CB,bronze,Mexico,56,26,34,37,62,71,https://wefut.com/player/15/15902/carlos-salcedo
Lim Sang Hyup,63,LM,bronze,Korea Republic,68,53,58,68,39,56,https://wefut.com/player/15/15900/lim-sang-hyup
Mohammed Abubakari,63,CM,bronze,Ghana,73,55,62,60,61,72,https://wefut.com/player/15/15896/mohammed-abubakari
Gu Bon Sang,63,CDM,bronze,Korea Republic,48,37,58,58,60,69,https://wefut.com/player/15/15895/gu-bon-sang
Kim Dong Sub,63,ST,bronze,Korea Republic,74,62,55,64,28,69,https://wefut.com/player/15/15894/kim-dong-sub
Davis Curiale,63,ST,bronze,Italy,73,62,42,50,29,68,https://wefut.com/player/15/15716/davis-curiale
Julian Weigl,63,CDM,bronze,Germany,72,50,61,61,60,65,https://wefut.com/player/15/15480/julian-weigl
Joshua Kimmich,63,CM,bronze,Germany,69,51,62,68,56,63,https://wefut.com/player/15/15479/joshua-kimmich
Philip Heise,63,LB,bronze,Germany,71,46,59,63,62,67,https://wefut.com/player/15/15478/philip-heise
Luka Krajnc,63,CB,bronze,Slovenia,65,35,41,44,66,65,https://wefut.com/player/15/15474/luka-krajnc
Uffe Bech,63,RW,bronze,Denmark,80,64,57,68,28,49,https://wefut.com/player/15/15473/uffe-bech
Yoann Andreu,63,RB,bronze,France,60,28,52,53,63,63,https://wefut.com/player/15/15471/yoann-andreu
Alejandro Castro,63,ST,bronze,Costa Rica,75,63,55,66,31,59,https://wefut.com/player/15/15224/alejandro-castro
Alex,63,LM,bronze,Brazil,72,56,62,67,47,50,https://wefut.com/player/15/15223/alex
Rémi Mulumba,63,CM,bronze,France,66,55,58,62,54,66,https://wefut.com/player/15/15219/remi-mulumba
Anders Christiansen,63,CM,bronze,Denmark,67,57,62,68,56,55,https://wefut.com/player/15/15218/anders-christiansen
Zaur Sadaev,63,CF,bronze,Russia,72,62,41,68,27,66,https://wefut.com/player/15/15215/zaur-sadaev
Víctor Omar Mañón,63,ST,bronze,Mexico,68,63,57,65,39,58,https://wefut.com/player/15/15214/victor-omar-manon
Jason Hernandez,63,CB,bronze,United States,60,44,48,56,62,65,https://wefut.com/player/15/15212/jason-hernandez
Diego Torres,63,LB,bronze,Chile,69,50,62,67,64,64,https://wefut.com/player/15/13961/diego-torres
Lucas Sousa,63,CDM,bronze,Brazil,55,55,56,57,61,73,https://wefut.com/player/15/13826/lucas-sousa
Sverrir Ingi Ingason,63,CB,bronze,Iceland,72,47,49,53,63,71,https://wefut.com/player/15/13684/sverrir-ingi-ingason
Wilfred Chinoye Osuji,63,CDM,bronze,Nigeria,74,45,59,67,57,72,https://wefut.com/player/15/13682/wilfred-chinoye-osuji
Stefano Pettinari,63,ST,bronze,Italy,80,62,53,65,34,65,https://wefut.com/player/15/13681/stefano-pettinari
Soufiane Bidaoui,63,LW,bronze,Belgium,75,58,56,69,26,51,https://wefut.com/player/15/13680/soufiane-bidaoui
Jay Fulton,63,CAM,bronze,England,71,54,61,64,38,63,https://wefut.com/player/15/12749/jay-fulton
David Distéfano,63,LM,bronze,Argentina,75,56,60,65,28,54,https://wefut.com/player/15/12665/david-distefano
Mica,63,CAM,bronze,Portugal,66,59,60,65,38,58,https://wefut.com/player/15/12499/mica
Tom,63,RM,bronze,Brazil,71,62,62,67,28,54,https://wefut.com/player/15/12447/tom
Orhan Ovacıklı,63,RB,bronze,Turkey,64,39,59,60,64,61,https://wefut.com/player/15/12331/orhan-ovacikli
Tammo Harder,63,LM,bronze,Germany,72,57,58,69,28,46,https://wefut.com/player/15/12167/tammo-harder
Milos Stojanovic,63,ST,bronze,Serbia,45,64,51,64,28,71,https://wefut.com/player/15/12145/milos-stojanovic
Julian Weigl,63,CDM,bronze,Germany,72,50,61,61,60,65,https://wefut.com/player/15/12120/julian-weigl
Ahn Yong Woo,63,RM,bronze,Korea Republic,75,58,60,65,33,53,https://wefut.com/player/15/12039/ahn-yong-woo
Sverrir Ingi Ingason,63,CB,bronze,Iceland,72,47,49,53,63,71,https://wefut.com/player/15/11982/sverrir-ingi-ingason
Ahmed El Messaoudi,63,CB,bronze,Belgium,61,28,53,60,63,64,https://wefut.com/player/15/11923/ahmed-el-messaoudi
Erick Gutiérrez,63,CM,bronze,Mexico,64,48,60,60,58,62,https://wefut.com/player/15/11896/erick-gutierrez
Albert Riera,63,CM,bronze,Spain,68,49,65,64,56,59,https://wefut.com/player/15/11872/albert-riera
Alex Soares,63,CM,bronze,Portugal,67,52,62,64,54,65,https://wefut.com/player/15/11725/alex-soares
Filippo De Col,63,RB,bronze,Italy,71,26,52,58,61,71,https://wefut.com/player/15/11671/filippo-de-col
Christophe Diedhiou,63,CB,bronze,Senegal,74,25,35,36,62,73,https://wefut.com/player/15/11669/christophe-diedhiou
Sebastián Vegas,63,CB,bronze,Chile,76,38,47,38,60,71,https://wefut.com/player/15/11629/sebastian-vegas
Walter Mazzolatti,63,ST,bronze,Argentina,69,62,47,64,29,62,https://wefut.com/player/15/11619/walter-mazzolatti
Manuel Perez,63,CM,bronze,France,76,51,61,67,50,62,https://wefut.com/player/15/11538/manuel-perez
Yeltsin Tejeda,63,CDM,bronze,Costa Rica,65,40,56,56,64,70,https://wefut.com/player/15/11531/yeltsin-tejeda
Álvaro,63,LM,bronze,Spain,79,52,59,68,25,39,https://wefut.com/player/15/11471/alvaro
Peter Tschernegg,63,CDM,bronze,Austria,46,38,54,58,61,73,https://wefut.com/player/15/11370/peter-tschernegg
Xandro Schenk,63,LB,bronze,Netherlands,64,44,59,54,63,73,https://wefut.com/player/15/11301/xandro-schenk
Yann Boé-Kane,63,CDM,bronze,France,68,41,55,57,64,73,https://wefut.com/player/15/11297/yann-boe-kane
Mart Dijkstra,63,CB,bronze,Netherlands,48,52,49,57,64,70,https://wefut.com/player/15/11278/mart-dijkstra
Yohan Wachter,63,CB,bronze,France,69,31,42,46,65,58,https://wefut.com/player/15/11231/yohan-wachter
Mauricio Zenteno,63,CB,bronze,Chile,66,39,53,58,63,68,https://wefut.com/player/15/11148/mauricio-zenteno
Octavio Pozo,63,CDM,bronze,Chile,51,36,61,53,62,72,https://wefut.com/player/15/11080/octavio-pozo
Juan Carlos Espinoza,63,LB,bronze,Chile,72,55,61,68,60,65,https://wefut.com/player/15/11075/juan-carlos-espinoza
Johan Fuentes,63,CM,bronze,Chile,65,48,60,69,56,64,https://wefut.com/player/15/11040/johan-fuentes
Ánderson Zapata,63,CB,bronze,Colombia,66,42,40,49,62,71,https://wefut.com/player/15/11031/anderson-zapata
Didier Moreno,63,CDM,bronze,Colombia,55,37,52,54,62,69,https://wefut.com/player/15/10995/didier-moreno
Ricardo Alves,63,CDM,bronze,Portugal,63,54,58,61,61,68,https://wefut.com/player/15/10925/ricardo-alves
Miguel Sanhueza,63,CB,bronze,Chile,79,28,42,51,64,69,https://wefut.com/player/15/10893/miguel-sanhueza
Paul Paton,63,CDM,bronze,Northern Ireland,52,40,60,57,61,71,https://wefut.com/player/15/10855/paul-paton
Diego Calvo,63,LM,bronze,Costa Rica,76,55,56,68,27,57,https://wefut.com/player/15/10841/diego-calvo
Alejandro Castro,63,ST,bronze,Costa Rica,75,63,55,66,31,59,https://wefut.com/player/15/10750/alejandro-castro
Lucas Sousa,63,CDM,bronze,Brazil,55,55,56,57,61,73,https://wefut.com/player/15/10682/lucas-sousa
Diogo,63,ST,bronze,Brazil,73,58,49,63,29,57,https://wefut.com/player/15/10672/diogo
Kofi Opare,63,CB,bronze,Canada,65,34,44,49,61,75,https://wefut.com/player/15/10648/kofi-opare
Niels De Schutter,63,CDM,bronze,Belgium,56,28,57,56,62,73,https://wefut.com/player/15/10645/niels-de-schutter
Josué,63,CB,bronze,Portugal,67,35,41,43,63,67,https://wefut.com/player/15/10627/josue
Marian Sarr,63,CB,bronze,Germany,67,28,51,56,63,64,https://wefut.com/player/15/10565/marian-sarr
Joshua Kimmich,63,CM,bronze,Germany,69,51,62,68,56,63,https://wefut.com/player/15/10561/joshua-kimmich
Jung Bin Park,63,LM,bronze,Korea Republic,71,60,59,67,36,40,https://wefut.com/player/15/10544/jung-bin-park
Chris Dawson,63,CAM,bronze,Wales,75,56,62,65,43,50,https://wefut.com/player/15/10454/chris-dawson
Michael Vitzthum,63,LB,bronze,Germany,70,44,53,59,62,63,https://wefut.com/player/15/10376/michael-vitzthum
Philip Heise,63,LB,bronze,Germany,71,46,59,63,62,67,https://wefut.com/player/15/10360/philip-heise
Dimitrij Nazarov,63,ST,bronze,Germany,80,59,54,67,25,64,https://wefut.com/player/15/10359/dimitrij-nazarov
Adigun Taofeek Salami,63,CDM,bronze,Nigeria,70,44,57,63,60,72,https://wefut.com/player/15/10345/adigun-taofeek-salami
Manuel Stiefler,63,RM,bronze,Germany,77,40,59,64,27,60,https://wefut.com/player/15/10328/manuel-stiefler
Shane O'Neill,63,CB,bronze,United States,76,52,56,59,61,73,https://wefut.com/player/15/10299/shane-o-neill
Etxeberría,63,RB,bronze,Spain,66,29,52,51,63,64,https://wefut.com/player/15/10275/etxeberria
Birger Verstraete,63,CM,bronze,Belgium,72,46,61,65,60,59,https://wefut.com/player/15/10086/birger-verstraete
Mubarak Al Asmari,63,CDM,bronze,Saudi Arabia,41,52,57,60,60,71,https://wefut.com/player/15/10072/mubarak-al-asmari
Gu Bon Sang,63,CDM,bronze,Korea Republic,48,37,58,58,60,69,https://wefut.com/player/15/10004/gu-bon-sang
Darwin Machís,63,ST,bronze,Venezuela,74,64,42,66,30,47,https://wefut.com/player/15/9953/darwin-machis
Dimitry Imbongo,63,ST,bronze,Congo,67,60,51,66,28,73,https://wefut.com/player/15/9948/dimitry-imbongo
Fábio Nunes,63,LM,bronze,Portugal,71,60,62,64,40,60,https://wefut.com/player/15/9943/fabio-nunes
Jozabed,63,CDM,bronze,Spain,60,49,61,56,55,64,https://wefut.com/player/15/9875/jozabed
Tomasz Kędziora,63,RB,bronze,Poland,72,38,55,50,64,70,https://wefut.com/player/15/9847/tomasz-kedziora
Georges Gope-Fenepej,63,ST,bronze,New Caledonia,73,60,40,65,29,67,https://wefut.com/player/15/9806/georges-gope-fenepej
Alex,63,RM,bronze,Brazil,72,56,62,67,47,50,https://wefut.com/player/15/9805/alex
Giovani Hernández,63,CM,bronze,Mexico,71,57,65,68,63,61,https://wefut.com/player/15/9745/giovani-hernandez
Joey Pelupessy,63,CM,bronze,Netherlands,69,41,62,68,58,55,https://wefut.com/player/15/9740/joey-pelupessy
Alexander Corryn,63,LB,bronze,Belgium,70,31,54,62,62,62,https://wefut.com/player/15/9681/alexander-corryn
Augusto,63,LB,bronze,Portugal,70,32,45,59,63,70,https://wefut.com/player/15/9670/augusto
Jim-Patrick Müller,63,RM,bronze,Germany,77,58,57,65,34,67,https://wefut.com/player/15/9531/jim-patrick-muller
Mohammed Al Qarni,63,CDM,bronze,Saudi Arabia,66,53,55,54,62,71,https://wefut.com/player/15/9517/mohammed-al-qarni
Saud Hmood,63,ST,bronze,Saudi Arabia,72,63,50,60,36,71,https://wefut.com/player/15/9512/saud-hmood
Fabien Boyer,63,CB,bronze,France,72,29,40,42,61,72,https://wefut.com/player/15/9482/fabien-boyer
Wouter Marinus,63,CAM,bronze,Netherlands,76,63,55,64,34,55,https://wefut.com/player/15/9464/wouter-marinus
Jürgen Mössmer,63,CDM,bronze,Germany,66,30,53,60,62,74,https://wefut.com/player/15/9446/jurgen-mossmer
Andy Rose,63,CM,bronze,England,71,61,56,62,56,73,https://wefut.com/player/15/9407/andy-rose
Josecarlos Van Rankin,63,RB,bronze,Mexico,70,37,61,63,61,62,https://wefut.com/player/15/9393/josecarlos-van-rankin
Tom Pettersson,63,CB,bronze,Sweden,57,37,53,47,62,68,https://wefut.com/player/15/9378/tom-pettersson
Alex Gilbey,63,CM,bronze,England,74,54,61,65,62,69,https://wefut.com/player/15/9345/alex-gilbey
Mohamed Coulibaly,63,RM,bronze,Senegal,73,58,58,66,32,60,https://wefut.com/player/15/9326/mohamed-coulibaly
Edisson Jordanov,63,RM,bronze,Bulgaria,76,51,60,69,39,53,https://wefut.com/player/15/9318/edisson-jordanov
Karl-Heinz Lappe,63,ST,bronze,Germany,67,62,50,63,30,57,https://wefut.com/player/15/9313/karl-heinz-lappe
Carlos Rodríguez,63,LB,bronze,Panama,76,39,58,64,61,65,https://wefut.com/player/15/9263/carlos-rodriguez
Wannes Van Tricht,63,CM,bronze,Belgium,72,59,61,65,47,61,https://wefut.com/player/15/9218/wannes-van-tricht
Giannis Gianniotas,63,RM,bronze,Greece,76,52,59,69,26,53,https://wefut.com/player/15/9191/giannis-gianniotas
Tommy Meyer,63,CB,bronze,United States,65,28,47,56,62,69,https://wefut.com/player/15/9186/tommy-meyer
Emil Krafth,63,RB,bronze,Sweden,79,44,60,63,56,67,https://wefut.com/player/15/9177/emil-krafth
Warren Creavalle,63,CDM,bronze,United States,76,49,54,64,64,74,https://wefut.com/player/15/9162/warren-creavalle
Johan Blomberg,63,RM,bronze,Sweden,71,51,61,66,26,52,https://wefut.com/player/15/9146/johan-blomberg
Marius Høibråten,63,CB,bronze,Norway,65,35,44,53,61,70,https://wefut.com/player/15/9043/marius-hoibraten
Yunis Abdelhamid,63,CB,bronze,France,48,28,39,33,63,75,https://wefut.com/player/15/9028/yunis-abdelhamid
Raffaele Pucino,63,RB,bronze,Italy,67,40,54,59,60,65,https://wefut.com/player/15/8867/raffaele-pucino
Luka Krajnc,63,CB,bronze,Slovenia,65,35,41,44,66,65,https://wefut.com/player/15/8832/luka-krajnc
Choi Young Jun,63,CM,bronze,Korea Republic,70,59,64,68,38,55,https://wefut.com/player/15/8728/choi-young-jun
Filip Kiss,63,CM,bronze,Slovakia,50,55,59,64,59,70,https://wefut.com/player/15/8711/filip-kiss
Jeon Sung Chan,63,CDM,bronze,Korea Republic,65,50,60,64,64,63,https://wefut.com/player/15/8674/jeon-sung-chan
Jeroen Tesselaar,63,LB,bronze,Netherlands,71,27,52,61,63,64,https://wefut.com/player/15/8662/jeroen-tesselaar
Lee Jong Won,63,CM,bronze,Korea Republic,50,52,63,64,54,69,https://wefut.com/player/15/8615/lee-jong-won
Joe Ralls,63,CM,bronze,England,69,61,62,63,52,61,https://wefut.com/player/15/8552/joe-ralls
Koray Günter,63,CB,bronze,Germany,68,30,46,58,62,68,https://wefut.com/player/15/8549/koray-gunter
Conor Newton,63,RM,bronze,England,74,58,60,64,60,63,https://wefut.com/player/15/8516/conor-newton
Pak Kwang Ryong,63,ST,bronze,Korea DPR,71,59,55,62,43,71,https://wefut.com/player/15/8497/pak-kwang-ryong
Aleksandar Todorovski,63,RB,bronze,FYR Macedonia,72,42,51,62,62,70,https://wefut.com/player/15/8476/aleksandar-todorovski
Benjamin Boulenger,63,LM,bronze,France,67,42,60,64,47,69,https://wefut.com/player/15/8451/benjamin-boulenger
Damian Chmiel,63,RM,bronze,Poland,67,60,62,67,39,57,https://wefut.com/player/15/8438/damian-chmiel
Sebastian Ziajka,63,LB,bronze,Poland,74,61,58,62,60,72,https://wefut.com/player/15/8437/sebastian-ziajka
Mikel Iribas,63,RB,bronze,Spain,73,55,60,57,56,74,https://wefut.com/player/15/8417/mikel-iribas
Alvarinho,63,LW,bronze,Portugal,80,60,55,69,28,52,https://wefut.com/player/15/8373/alvarinho
David Schloffer,63,RM,bronze,Austria,76,55,58,64,27,55,https://wefut.com/player/15/8348/david-schloffer
Juanito,63,CB,bronze,Spain,64,30,51,49,60,71,https://wefut.com/player/15/8320/juanito
Tobias Kainz,63,CM,bronze,Austria,68,59,63,64,60,62,https://wefut.com/player/15/8298/tobias-kainz
Julius Reinhardt,63,CM,bronze,Germany,80,58,61,65,59,66,https://wefut.com/player/15/8261/julius-reinhardt
Jakub Sokolik,63,CB,bronze,Czech Republic,65,26,40,39,62,71,https://wefut.com/player/15/8238/jakub-sokolik
Ko Moo Yul,63,ST,bronze,Korea Republic,75,61,55,64,32,64,https://wefut.com/player/15/8067/ko-moo-yul
Aslan Dudiev,63,RB,bronze,Russia,68,38,56,52,62,68,https://wefut.com/player/15/8053/aslan-dudiev
Kim Dong Sub,63,ST,bronze,Korea Republic,74,62,55,64,28,69,https://wefut.com/player/15/7956/kim-dong-sub
Abdulrahman Khalili,63,CAM,bronze,Sweden,65,54,62,66,43,61,https://wefut.com/player/15/7904/abdulrahman-khalili
Cristobal,63,CAM,bronze,Spain,66,55,60,68,26,56,https://wefut.com/player/15/7892/cristobal
Blair Adams,63,LB,bronze,England,76,27,52,66,62,67,https://wefut.com/player/15/7819/blair-adams
Uffe Bech,63,ST,bronze,Denmark,80,64,57,68,28,49,https://wefut.com/player/15/7790/uffe-bech
Campabadal,63,RB,bronze,Spain,73,24,53,55,61,66,https://wefut.com/player/15/7752/campabadal
Manu Molina,63,CM,bronze,Spain,63,49,64,56,49,62,https://wefut.com/player/15/7720/manu-molina
Thibault Moulin,63,CDM,bronze,France,66,54,62,64,58,70,https://wefut.com/player/15/7708/thibault-moulin
Júlio Alves,63,CM,bronze,Portugal,64,53,60,64,57,69,https://wefut.com/player/15/7602/julio-alves
Okan Alkan,63,RB,bronze,Turkey,74,47,60,63,64,53,https://wefut.com/player/15/7595/okan-alkan
Shota Bibilov,63,LM,bronze,Russia,76,60,60,62,46,68,https://wefut.com/player/15/7523/shota-bibilov
Rémi Mulumba,63,CM,bronze,France,66,55,58,62,54,66,https://wefut.com/player/15/7422/remi-mulumba
Bruno Martignoni,63,LB,bronze,Switzerland,72,43,56,60,62,64,https://wefut.com/player/15/7361/bruno-martignoni
Anders Christiansen,63,CM,bronze,Denmark,67,57,62,68,56,55,https://wefut.com/player/15/7343/anders-christiansen
Angel Sepúlveda,63,ST,bronze,Mexico,71,63,57,63,27,67,https://wefut.com/player/15/7304/angel-sepulveda
Bernhard Janeczek,63,CB,bronze,Austria,65,34,49,57,63,65,https://wefut.com/player/15/7289/bernhard-janeczek
Turgut Doğan Şahin,63,LW,bronze,Turkey,66,62,58,64,34,63,https://wefut.com/player/15/7272/turgut-dogan-sahin
Wilfred Chinoye Osuji,63,CDM,bronze,Nigeria,74,45,59,67,57,72,https://wefut.com/player/15/7242/wilfred-chinoye-osuji
Daniele Corti,63,CDM,bronze,Italy,41,54,62,64,54,68,https://wefut.com/player/15/7241/daniele-corti
Nicolas Schindelholz,63,CB,bronze,Switzerland,51,38,47,48,65,69,https://wefut.com/player/15/7194/nicolas-schindelholz
Bryan Dabo,63,CDM,bronze,France,60,47,59,55,62,70,https://wefut.com/player/15/7136/bryan-dabo
Laurens Paulussen,63,RB,bronze,Belgium,73,54,59,63,59,67,https://wefut.com/player/15/7093/laurens-paulussen
Roland Gigolaev,63,LM,bronze,Georgia,74,58,59,65,47,61,https://wefut.com/player/15/7073/roland-gigolaev
Sergiu Suciu,63,CM,bronze,Romania,68,55,62,63,51,73,https://wefut.com/player/15/7065/sergiu-suciu
Pierre Bouby,63,CDM,bronze,France,65,52,59,60,60,73,https://wefut.com/player/15/7034/pierre-bouby
A.J. Soares,63,CB,bronze,United States,61,34,62,55,55,63,https://wefut.com/player/15/7032/fredrik-oldrup-jensen
Stefano Pettinari,63,ST,bronze,Italy,80,62,53,65,34,65,https://wefut.com/player/15/7009/stefano-pettinari
Tor Arne Andreassen,63,LM,bronze,Norway,64,61,61,65,58,63,https://wefut.com/player/15/6983/tor-arne-andreassen
Greg Garza,63,LB,bronze,United States,71,52,60,64,62,69,https://wefut.com/player/15/6976/greg-garza
Raul García,63,LB,bronze,Spain,76,44,54,57,64,71,https://wefut.com/player/15/6910/raul-garcia
Jake Taylor,63,CAM,bronze,Wales,73,54,61,66,49,57,https://wefut.com/player/15/6890/jake-taylor
Guerrero,63,ST,bronze,Spain,72,61,49,64,27,59,https://wefut.com/player/15/6887/guerrero
Ben Zemanski,63,CM,bronze,United States,61,56,62,64,62,72,https://wefut.com/player/15/6857/ben-zemanski
Fofo,63,ST,bronze,Spain,72,58,48,65,28,59,https://wefut.com/player/15/6821/fofo
Pietro De Giorgio,63,LW,bronze,Italy,73,61,59,62,34,65,https://wefut.com/player/15/6793/pietro-de-giorgio
Corben Bone,63,CAM,bronze,United States,69,57,62,67,40,64,https://wefut.com/player/15/6780/corben-bone
Panajotis Dimitriadis,63,LB,bronze,Sweden,70,51,61,64,62,64,https://wefut.com/player/15/6771/panajotis-dimitriadis
Ahmed Al Mousa,63,CAM,bronze,Saudi Arabia,72,58,60,69,45,64,https://wefut.com/player/15/6768/ahmed-al-mousa
Dominic Chatto,63,CDM,bronze,Nigeria,65,47,57,56,54,74,https://wefut.com/player/15/6757/dominic-chatto
Erik Friberg,63,CM,bronze,Sweden,52,57,64,57,46,70,https://wefut.com/player/15/6756/erik-friberg
Ali Abbas,63,LM,bronze,Iraq,72,55,60,64,56,71,https://wefut.com/player/15/6725/ali-abbas
Mate Dugandžić,63,RW,bronze,Australia,77,54,61,63,26,44,https://wefut.com/player/15/6702/mate-dugandzic
Jakob Ahlmann,63,LB,bronze,Denmark,66,45,62,57,62,63,https://wefut.com/player/15/6634/jakob-ahlmann
Izunna Arnest Uzochukwu,63,CM,bronze,Nigeria,68,47,57,60,61,73,https://wefut.com/player/15/6613/izunna-arnest-uzochukwu
Eldin Hadžić,63,LM,bronze,Bosnia Herzegovina,78,62,54,69,28,56,https://wefut.com/player/15/6609/eldin-hadzic
Leozinho,63,CF,bronze,Brazil,75,59,61,70,31,47,https://wefut.com/player/15/6576/leozinho
Etien Velikonja,63,ST,bronze,Slovenia,70,64,43,59,35,59,https://wefut.com/player/15/6534/etien-velikonja
Ovidy Karuru,63,RM,bronze,Zimbabwe,78,52,59,63,51,64,https://wefut.com/player/15/6523/ovidy-karuru
Nilson,63,CDM,bronze,Brazil,72,49,59,52,62,67,https://wefut.com/player/15/6514/nilson
Fraser Fyvie,63,CM,bronze,Scotland,70,53,64,64,56,62,https://wefut.com/player/15/6477/fraser-fyvie
Lee Hodson,63,RB,bronze,Northern Ireland,69,50,57,66,60,66,https://wefut.com/player/15/6417/lee-hodson
Ash Taylor,63,CB,bronze,Wales,67,33,41,48,61,68,https://wefut.com/player/15/6334/ash-taylor
Osama Malik,63,CDM,bronze,Australia,66,38,58,61,61,68,https://wefut.com/player/15/6243/osama-malik
Rúper,63,CM,bronze,Spain,50,52,64,58,54,67,https://wefut.com/player/15/6242/ruper
